-     |     -     |     -     | -      |     -       |
4149  |     4150  |     4151  | 4152   |     4153    |     4154
A11   |     A12   |     B21t  | IIB22t |     IIIB3ca |     IVC
07-17 |     26-34 |     45-60 | 70-80  |     95-105  |     130-145
4.28  |     3.16  |     1.68  | 1.05   |     0.63    |     0.14
0.198 |     0.110 |     0.084 | 0.054  |     0.033   |     -
13    |     17    |     12    | 12     |     12      |     -
26.98 |     25.96 |     40.37 | 38.44  |     30.98   |     28.00
36.01 |     37.20 |     30.73 | 30.98  |     33.01   |     32.15
56.95 |     53.58 |     44.79 | 42.07  |     42.11   |     36.07
0.44  |     0.75  |     0.98  | 0.88   |     0.94    |     1.64
15.25 |     19.30 |     13.58 | 18.24  |     25.52   |     33.89
0.38  |     0.41  |     0.33  | 0.35   |     0.43    |     0.39
-     |     -     |     0.01  | 0.02   |     0.02    |     0.01
-     |     -     |     -     | -      |     2.38    |     -
6.4   |     6.1   |     6.7   | 7.4    |     8.4     |     8.1
5.4   |     5.1   |     5.4   | 6.5    |     7.1     |     6.4
0.270  24.81 |     0.135  22.88 | 0.173   32.38 |       0.539  31.61   | 0.366  30.10 | 0.266  21.45
1.09  |     0.96  |     1.08  | 4.97   |     7.81    |     10.35
29.86 |     27.36 |     41.28 | 39.56  |     33.45   |     25.87
11.07 |     8.19  |     4.97  | 4.43   |     3.32    |     2.74
