-      | -      | -      | -      | -      |
10.401 | 10.402 | 10.403 | 10.404 | 10.405 | 10.406
A1     | B21t   | B22    | B3     | C1ca   | C2ca
05-25  | 35-50  | 56-63  | 67-80  | 85-100 | 120-130
3.91   | 1.07   | 0.50   | 0.29   | 0.14   | 0.14
0.23   | 0.10   | 0.07   | 0.06   | 0.05   | 0.05
9.4    | 5.7    | 3.9    | 2.7    | 1.5    | 1.5
24.29  | 29.62  | 23.45  | 27.19  | 26.45  | 24.79
23.48  | 19.70  | 21.26  | 20.49  | 20.49  | 22.07
53.15  | 48.85  | 51.43  | 49.39  | 58.36  | 56.87
1.83   | 2.86   | 3.91   | 4.39   | 2.51   | 2.01
20.69  | 18.63  | 21.10  | 18.98  | 12.65  | 16.26
-      | -      | -      | -      | -      | -
0.04   | 0.04   | 0.04   | 0.04   | 0.01   | 0.02
-      | -      | -      | -      | 0.84   | 12.0
6.6    | 6.4    | 6.0    | 6.1    | 7.0    | 7.4
6.3    | 5.9    | 5.5    | 5.6    | 6.5    | 7.0
33.80  | 30.23  | 23.22  | 27.20  | 25.80  | N.D.
26.7   | 29.6   | 24.5   | 26.5   | 24.2   | 24.0
47.0   | 30.0   | 5.0    | 0.2    | 0.0    | 0.0
